"ID","Date","Age","Height","HomeTown","Name","Prev","RStreak","Weight"
2302,"2016-09-05",28,190,"Yorkshire England","Scott Askham",3,1,84
2736,"2016-09-05",33,187,"Malkiya Syria","Jarjis Danho",1,0,120
2509,"2016-09-03",32,180,"Hundested Denmark","Nicolas Dalby",2,0,77
2776,"2016-09-05",24,182,"Nuremberg Germany","Jessin Ayari",0,0,77
2165,"2016-09-05",33,170,"Ubatuba, Sao Paulo Brazil","Leandro Issa",4,0,61
965,"2016-08-01",31,175,"Omaha, Nebraska USA","Jake Ellenberger",5,0,77
1272,"2016-08-01",32,180,"Miami, Florida USA","Jorge Masvidal",7,0,77
432,"2016-08-01",36,182,"Xenia, Ohio USA","Matt Brown",4,0,77
2462,"2016-07-31",37,165,"Bogotá Colombia","Fredy Serrano",0,0,56
2215,"2016-08-01",36,195,"Kent, Washington United States","Anthony Hamilton",3,1,118
2762,"2016-08-01",32,177,"Albury, NSW Austrailia","Damien Brown",1,0,70
2754,"2016-08-01",28,182,"Novi Sad Serbia","Bojan Velickovic",1,1,84
471,"2016-07-31",35,180,"San Diego, California USA","Robbie Lawler",5,4,77
419,"2016-12-05",36,185,"Vancouver, Washington USA","Ed Herman",3,1,93
1689,"2016-07-31",35,172,"Whittier, California USA","Francisco Rivera",5,0,61
2586,"2016-08-01",26,177,"Toledo, OH USA","Michael Graves",2,2,77
2344,"2016-08-01",24,165,"Milwaukee, Wisconsin USA","Rose Namajunas",3,2,52
1386,"2016-07-31",34,175,"St. Louis, Missouri United States","Tyron Woodley",4,2,77
2801,"2016-07-31",30,157,"Uruapan, Michoacan Mexico","Hector Sandoval",0,0,56
2095,"2016-07-31",32,162,"Januaria, Minas Gerais Brazil","Wilson Reis",5,1,56
2732,"2016-08-01",36,185,"Opole Poland","Damian Grabowski",1,0,109
2678,"2016-08-01",31,160,"Lodz Poland","Karolina Kowalkiewicz",2,2,52
2076,"2016-12-05",25,190,"Donetsk Ukraine","Nikita Krylov",1,1,93
875,"2016-08-01",32,172,"Sunderland England","Ross Pearson",8,0,70
1979,"2016-07-31",27,172,"Monterrey Mexico","Erik Perez",2,1,61
2134,"2016-07-31",27,165,"San Diego, California USA","Ryan Benoit",2,0,56
2706,"2016-08-01",26,180,"Asuncion Paraguay","Cesar Arzamendia",0,0,70
525,"2016-07-14",32,180,"Tokyo Japan","Keita Nakamura",1,0,77
2264,"2016-09-17",30,187,"Milwaukee, Wisconsin United States","Sam Alvey",5,0,84
1966,"2016-07-14",26,160,"Paranagua, Parana Brazil","John Lineker",5,4,61
1815,"2016-07-14",33,180,"Oxnard, California United States","Tony Ferguson",6,6,70
2784,"2016-07-14",25,175,"Neptune, New Jersey United States","Lando Vannata",0,0,70
435,"2016-07-14",36,182,"Lincolnville, Maine United States","Tim Boetsch",5,0,84
2558,"2016-07-14",33,175,"Knoxville , Tennessee USA","Scott Holtzman",2,0,70
2429,"2016-07-14",26,177,"Amarillo, Texas USA","Cody Pfister",3,0,70
2083,"2016-07-14",34,182,"Sokolow, Podlaski Poland","Daniel Omielanczuk",4,2,112
2759,"2016-07-14",22,165,"Bucharest Romania","Cristina Stanciu",1,0,52
2505,"2016-07-14",28,165,"Sioux Falls, South Dakota USA","Ben Nguyen",2,2,56
2293,"2016-07-14",33,170,"Anchorage, Alaska USA","Lauren Murphy",3,1,61
2603,"2016-07-14",29,170,"Tucson, AZ USA","Cortney Casey",2,0,52
2785,"2016-07-14",28,175,"Quakertown, Pennsylvania United States","Katlyn Chookagian",0,0,61
1044,"2016-07-14",32,167,"Brasilia Brazil","Rani Yahya",3,2,61
2166,"2016-07-14",25,175,"Honolulu, HI USA","Louis Smolka",5,3,56
2740,"2016-07-13",26,193,"Apopka, Florida USA","Alex Nicholson",1,0,84
1650,"2016-07-14",26,175,"Modesto, California USA","Michael McDonald",1,1,61
1549,"2016-07-14",37,185,"Dubbo, New South Wales Australia","Kyle Noke",3,0,77
2155,"2016-07-14",39,187,"Moscow Russia","Aleksei Oleinik",0,0,109
2782,"2016-09-17",30,185,"Stoughton, Massachusetts USA","Eric Spicely",0,0,84
2066,"2016-07-14",29,190,"Orlando, Florida USA","Josh Samman",3,0,84
2781,"2016-07-14",30,170,"Safford, Arizona USA","Matthew Lopez",0,0,61
2780,"2016-07-13",26,182,"Sioux Falls, South Dakota USA","Devin Clark",0,0,93
2164,"2016-07-12",30,170,"Honolulu, HI USA","Russell Doane",4,0,65
890,"2016-07-11",33,175,"Philadelphia, Pennsylvania United States","Eddie Alvarez",3,2,70
532,"2016-07-11",32,175,"Rio de Janeiro Brazil","Rafael Dos Anjos",6,5,70
2082,"2016-07-11",32,190,"New Orleans, Louisiana United States","Derrick Lewis",7,2,118
2358,"2016-07-11",30,172,"Mexico City Mexico","Marco Beltran",0,0,61
2291,"2016-07-11",35,182,"Los Angeles, California United States","Alan Jouban",6,1,77
2191,"2016-07-12",30,167,"Sao Paulo Brazil","Pedro Munhoz",3,0,61
2288,"2016-07-11",30,177,"Niteroi, Rio de Janeiro Brasil","Gilbert Burns",3,3,70
2308,"2016-07-11",30,172,"Tucson, Arizona USA","Anthony Birchak",3,0,61
2703,"2016-07-11",26,182,"Guadalajara, Jalisco Mexico","Alvaro Herrera",1,1,77
2746,"2016-07-11",31,185,"La Seyne-sur-Mer France","Mehdi Baghdad",1,0,70
1858,"2016-07-11",29,172,"Sao Paulo Brazil","Felipe Arantes",3,1,61
2778,"2016-07-11",28,180,"Chicago, Illinois United States","Belal Muhammad",0,0,77
2577,"2016-07-11",32,165,"Manaus Brazil","Dileno Lopes",1,0,61
2292,"2016-07-11",26,172,"Gdansk Poland","Lukasz Sajewski",1,0,70
2276,"2016-07-11",37,172,"El Reno, OK USA","Jerrod Sanders",3,1,61
2588,"2016-07-11",25,180,"Westwood, New Jersey United States","Vicente Luque",1,0,77
870,"2016-07-12",41,182,"Dresden, Tennessee USA","Mike Pyle",4,1,77
1675,"2016-07-11",31,172,"Halifax, Nova Scotia Canada","John Makdessi",4,0,70
2571,"2016-07-11",34,170,"Sao Paulo Brazil","Reginaldo Vieira",1,1,61
1015,"2016-07-11",40,182,"Las Vegas, Nevada USA","Roy Nelson",5,1,119
1891,"2016-07-11",31,177,"Sakatoon, Saskatchewan Canada","Mitch Clarke",2,0,70
2186,"2016-07-12",35,182,"Campina Grande, Paraiba Brazil","Alberto Mina",2,2,77
2426,"2016-07-11",29,177,"Donegal Ireland","Joe Duffy",0,0,70
2343,"2016-07-25",32,162,"Chicago, Illinois USA","Felice Herrig",1,1,52
2659,"2016-07-25",30,193,"Batie Cameroon","Francis Ngannou",1,1,113
2731,"2016-07-25",29,165,"Bishkek Kyrgyzstan","Valentina Shevchenko",2,0,61
1657,"2016-07-25",31,180,"Rio de Janeiro Brazil","Edson Barboza",7,1,70
2767,"2016-07-25",32,187,"Russia","Dmitrii Smoliakov",0,0,114
2202,"2016-07-25",30,175,"New York, New York USA","Jim Alers",3,0,65
2658,"2016-07-25",23,187,"Rio de Janeiro Brazil","Luis Henrique",0,0,110
2200,"2016-07-25",32,190,"Great Novgorod Russia","Alexander Yakovlev",4,2,77
2074,"2016-07-25",35,167,"Belem, Para Brazil","Michel Prazeres",2,1,70
1486,"2016-07-25",32,177,"Portage, Indiana United States","Darren Elkins",5,2,65
961,"2016-07-25",32,170,"Houston, TX USA","Eddie Wineland",3,0,61
2724,"2016-07-25",24,177,"Jackson, Mississippi United States","Jason Knight",1,0,65
2469,"2016-07-25",29,180,"Tres Rios, Rio de Janeiro Brazil","Alex Oliveira",5,0,77
2797,"2016-07-25",27,175,"Oklahoma City, Oklahoma United States","JC Cottrell",0,0,70
2306,"2016-07-25",25,162,"Ewa Beach, Hawaii USA","Kailin Curran",2,1,52
2317,"2016-07-25",35,172,"Albuquerque, New Mexico United States","Holly Holm",3,0,65
2752,"2016-07-25",36,180,"Odzaci Serbia","Bojan Mihajlovic",0,0,106
1993,"2016-07-25",29,170,"Fortaleza, Ceara Brazil","Godofredo Pepey",3,3,65
778,"2016-07-25",34,175,"Santa Ana, California USA","Gilbert Melendez",2,0,70
2268,"2016-07-25",28,177,"Frankfurt Germany","James Moontasri",4,1,77
2304,"2016-07-25",36,167,"Phoenix, Arizona USA","Frankie Saenz",4,0,61
2587,"2016-07-25",29,182,"Auchi Nigeria","Kamaru Usman",2,2,77
1905,"2016-07-11",31,167,"Angels Camp, California USA","TJ Dillashaw",5,0,61
1052,"2016-07-11",30,170,"Manaus Brazil","Jose Aldo",3,0,65
735,"2016-07-11",43,177,"South Auckland New Zealand","Mark Hunt",5,2,120
461,"2016-07-11",35,177,"Albuquerque, New Mexico USA","Diego Sanchez",0,0,70
451,"2016-07-11",35,167,"Summit, New Jersey United States","Frankie Edgar",4,4,65
497,"2016-07-11",34,185,"Yuma, Arizona USA","Cain Velasquez",1,0,109
524,"2016-07-11",32,177,"Brockton, Massachusetts USA","Joe Lauzon",4,0,70
2628,"2016-07-11",21,182,"Houston, Texas USA","Sage Northcutt",3,0,70
1511,"2016-07-12",27,167,"Spokane, Washington USA","Julianna Pena",2,2,61
2701,"2016-07-11",30,177,"Seville, Andalusia Spain","Enrique Marin",1,0,77
2087,"2016-07-11",33,182,"Rio de Janeiro Brazil","Thiago Santos",6,4,84
305,"2016-07-11",39,190,"Webster, South Dakota USA","Brock Lesnar",0,0,120
235,"2016-07-11",41,187,"Curitiba Brazil","Anderson Silva",2,0,84
509,"2016-07-11",33,172,"Sparta, New Jersey United States","Jim Miller",5,0,70
786,"2016-07-11",31,187,"The Netherlands","Gegard Mousasi",7,1,84
1409,"2016-07-11",38,180,"Lafayette, Louisiana USA","Daniel Cormier",5,2,93
1039,"2016-07-11",34,165,"Recife Brazil","Raphael Assuncao",1,1,61
2017,"2016-07-12",34,167,"Winona, Minnesota USA","Cat Zingano",2,0,61
1515,"2016-07-11",34,200,"Honolulu, Hawaii United States","Travis Browne",4,1,115
721,"2016-07-11",38,172,"Kanagawa Japan","Takanori Gomi",3,0,70
947,"2016-07-11",33,175,"Ada, Oklahoma United States","Johny Hendricks",4,0,84
2070,"2016-07-11",25,175,"San Jose, California United States","Kelvin Gastelum",6,0,84
1719,"2016-07-11",28,172,"Salvador, Bahia Brazil","Amanda Nunes",4,3,61
1317,"2016-07-11",30,167,"Tacoma, Washington United States","Miesha Tate",5,5,61
545,"2016-05-30",30,175,"Des Moines, Iowa United States","Jeremy Stephens",4,0,65
1527,"2016-05-30",30,167,"Natal Brazil","Renan Barao",4,0,65
1184,"2016-05-29",32,172,"Goldendale, WA USA","Bryan Caraway",3,1,61
2766,"2016-05-31",32,190,"Blumenau, Santa Catarina Brazil","Alberto Uda",0,0,84
2325,"2016-05-31",25,170,"Sao Paulo Brazil","Thomas Almeida",4,4,61
2507,"2016-05-30",30,182,"St. Catharines, Ontario Canada","Shane Campbell",3,0,70
1783,"2016-05-31",30,180,"Riverside, California USA","Lorenz Larkin",6,0,77
669,"2016-05-31",32,177,"Tacoma, WA USA","Rick Story",2,1,77
1272,"2016-05-31",32,180,"Miami, Florida USA","Jorge Masvidal",6,0,77
2013,"2016-05-30",33,172,"Greensboro, North Carolina United States","Abel Trujillo",4,2,70
2364,"2016-05-31",28,190,"St. Louis, Missouri USA","Jake Collier",2,0,84
1092,"2016-05-30",28,177,"Cedar Rapids, IA USA","Erik Koch",2,0,70
2316,"2016-05-30",32,180,"Philadelphia, Pennsylvania United States","Paul Felder",5,1,70
2245,"2016-05-31",38,185,"Joinvillve, Santa Catarina Brazil","Vitor Miranda",4,3,84
2099,"2016-05-30",30,167,"Barberton, Ohio USA","Jessica Eye",4,0,61
2605,"2016-05-29",37,193,"San Jose, CA USA","Chris de la Rocha",1,0,120
2369,"2016-05-31",25,172,"Uhrichsville, Ohio USA","Cody Garbrandt",2,2,61
1550,"2016-05-31",30,187,"Alameda, California USA","Chris Camozzi",5,2,84
407,"2016-05-30",36,177,"Salt Lake City, Utah United States","Joshua Burkman",2,1,77
942,"2016-05-31",30,177,"Brussels Belgium","Tarec Saffiedine",3,1,77
2177,"2016-05-29",27,170,"Long Island, New York USA","Aljamain Sterling",4,4,61
2774,"2016-05-30",29,177,"Olean, New York United States","Jordan Rinaldi",0,0,70
2763,"2016-05-29",29,190,"Calvert County, Maryland United States","Adam Milstead",0,0,104
2022,"2016-05-30",36,167,"Takoma Park, Maryland United States","Sara McMann",4,0,61
2698,"2016-07-11",29,180,"Cairns Australia","Anton Zafir",1,0,77
1991,"2016-07-11",32,185,"Ibitinga, Sao Paulo Brazil","Cezar Ferreira",5,1,84
2578,"2016-07-11",24,162,"Belo Horizonte Brazil","Matheus Nicolau",1,1,56
2007,"2016-07-11",33,167,"Phoenix, Arizona USA","John Moraga",5,0,56
2206,"2016-07-11",29,182,"Xinjiang China","Li Jingliang",0,0,77
1843,"2016-07-11",28,193,"Corpus Christi, Texas USA","Anthony Smith",0,0,84
2789,"2016-07-11",28,185,"Belleville, Illinois USA","Andrew Sanchez",0,0,84
2794,"2016-07-11",32,187,"East Liverpool, Ohio USA","Josh Stansbury",0,0,93
2198,"2016-07-11",25,177,"Daegu South Korea","Dooho Choi",0,0,65
2790,"2016-07-11",27,185,"Los Angeles, California  United States","Khalil Rountree",0,0,93
2277,"2016-08-29",28,162,"Mossoro, Rio Grande do Norte Brazil","Claudia Gadelha",3,1,52
2792,"2016-07-11",25,160,"Lansing, Michigan United States","Amanda Cooper",0,0,52
2791,"2016-07-11",26,165,"Bellflower, California USA","Tatiana Suarez",0,0,52
533,"2016-07-11",32,170,"Florianopolis Brazil","Thiago Tavares",3,1,65
2157,"2016-07-11",24,175,"Detroit, Michigan United States","Kevin Lee",6,1,70
374,"2016-07-11",37,172,"Phoenix, Arizona USA","Gray Maynard",2,0,65
2585,"2016-07-11",31,180,"Adrian, Michigan USA","Andrew Holbrook",1,1,70
2258,"2016-07-11",22,175,"Melbourne, Victoria Australia","Jake Matthews",5,2,70
2573,"2016-07-11",28,172,"Anapolis, Goias Brazil","Joaquim Silva",1,1,70
875,"2016-07-11",32,172,"Sunderland England","Ross Pearson",7,1,70
2793,"2016-07-11",28,190,"Lynden, Washington USA","Cory Hendricks",0,0,93
2042,"2016-07-11",30,177,"Chicago, Illinois United States","Will Brooks",0,0,70
2576,"2016-07-11",35,167,"Rio de Janeiro Brazil","Fernando Bruno",1,0,65
2280,"2016-08-29",29,167,"Olsztyn Poland","Joanna Jedrzejczyk",5,5,52
2756,"2016-06-20",30,177,"Toulouse France","Thibault Gouti",1,0,70
2779,"2016-07-06",29,190,"Quebec City, Quebec Canada","Jonathan Meunier",0,0,77
2309,"2016-06-20",30,167,"Porterville, California United States","Joe Soto",3,0,61
2339,"2016-07-06",31,167,"Irvine Scotland","Joanne Calderwood",3,1,52
2073,"2016-06-20",31,175,"Sao Paulo Brazil","Leandro Silva",5,2,70
2264,"2016-06-20",30,187,"Milwaukee, Wisconsin United States","Sam Alvey",4,0,84
2610,"2016-06-20",26,165,"Tampa, Florida USA","Geane Herrera",2,1,56
2243,"2016-06-20",31,180,"Toronto Canada","Jason Saggo",3,1,70
1076,"2016-06-20",33,185,"Denver, Colorado United States","Donald Cerrone",9,1,77
2710,"2016-06-20",31,170,"San Diego, California United States","Jocelyn Jones-Lybarger",1,0,52
546,"2016-06-20",30,193,"Ithaca, New York USA","Tamdan McCrory",1,1,84
2122,"2016-06-20",27,185,"Orneta Poland","Krzysztof Jotko",4,3,84
2297,"2016-07-06",29,180,"Clovis, California USA","Colby Covington",4,0,77
2608,"2016-06-20",30,190,"Riga Latvia","Misha Cirkunov",2,2,93
2224,"2016-06-20",28,185,"Toronto, Ontario Canada","Elias Theodorou",4,0,84
2220,"2016-06-20",31,170,"Ventura, California USA","Chris Beal",4,0,61
2350,"2016-06-20",31,162,"Baghdad Iraq","Randa Markos",3,0,52
2205,"2016-06-20",33,185,"Cottage Grove, Minnesota USA","Sean O'Connell",5,0,93
2223,"2016-06-20",28,175,"Montreal, Quebec Canada","Olivier Aubin-Mercier",5,0,70
1176,"2016-06-20",27,182,"Quesnel, B.C. Canada","Rory MacDonald",4,0,77
1944,"2016-06-20",34,182,"Simpsonville, South Carolina United States","Stephen Thompson",4,4,77
405,"2016-06-20",37,180,"Rimouski, Quebec Canada","Patrick Cote",5,3,77
2765,"2016-06-20",23,185,"Chisinau Republic of Moldova","Ion Cutelaba",0,0,93
2195,"2016-06-20",35,180,"St-Jean Sur Richelieu, Quebec, Canada, Quebec Canada","Steve Bosse",2,1,93
2256,"2016-07-06",34,170,"Montreal, Quebec Canada","Valerie Letourneau",4,0,56
2084,"2016-06-20",31,162,"Dagestan Republic Russia","Ali Bagautinov",3,0,56
2204,"2016-06-05",26,185,"Anaheim, California USA","Sean Strickland",4,4,77
129,"2017-02-13",46,180,"Downey, California USA","Dan Henderson",5,0,84
2367,"2017-01-31",29,187,"San Bernardino, California USA","Jonathan Wilson",1,1,93
1936,"2016-06-05",25,180,"Oahu, Hawaii USA","Max Holloway",8,8,65
2709,"2016-11-05",35,187,"Suwon South Korea","Dong Hyun Kim",0,0,77
1755,"2016-06-05",28,177,"Miami, Florida USA","Alex Caceres",5,1,65
768,"2017-02-13",39,175,"Matanzas Cuba","Hector Lombard",0,0,77
2510,"2016-06-05",25,190,"Birmingham England","Tom Breese",2,2,77
2079,"2016-06-05",25,160,"Umuarama, Parana Brazil","Jessica Andrade",4,0,52
2341,"2016-06-05",34,165,"Newport Beach, California United States","Jessica Penne",2,0,52
2707,"2016-11-05",32,180,"Mexicali, Baja California Mexico","Polo Reyes",0,0,70
459,"2016-06-05",35,170,"Round Lake, Illinois USA","Clay Guida",4,0,65
1054,"2016-06-05",34,172,"Chicago, Illinois USA","Ricardo Lamas",4,0,65
2238,"2016-06-05",26,172,"Los Angeles, California USA","Brian Ortega",3,2,65
1452,"2016-06-05",35,180,"Inglewood, California USA","Kevin Casey",3,0,84
1984,"2016-06-05",30,190,"Olney, Texas USA","James Vick",4,4,70
1595,"2016-06-05",28,175,"Lafayette, Louisiana United States","Dustin Poirier",4,2,70
1683,"2016-06-05",30,177,"Fontana, California USA","Bobby Green",2,0,70
2768,"2017-01-31",27,190,"Limoeiro, Pernambuco Brazil","Henrique da Silva",0,0,93
2747,"2016-06-05",30,182,"Sarajevo Bosnia","Elvis Mutapcic",1,0,84
2168,"2016-06-05",27,177,"Goetapeh Iran","Beneil Dariush",8,0,70
1294,"2016-06-05",32,190,"Santa Cruz, California USA","Luke Rockhold",5,5,84
522,"2016-06-05",32,185,"Augusta, Georgia USA","Cole Miller",3,0,65
1057,"2016-06-05",32,172,"San Diego, California USA","Dominick Cruz",2,2,61
368,"2016-06-05",38,185,"Manchester England","Michael Bisping",6,3,84
959,"2016-06-05",37,167,"Isla Vista , California USA","Urijah Faber",5,1,61
2085,"2016-12-05",37,185,"Xapuri, Acre Brazil","Francimar Barroso",3,2,93
2296,"2016-05-09",27,177,"Shizuoka Japan","Ulka Sasaki",3,0,56
2371,"2016-05-09",30,172,"Los Angeles, California USA","Willie Gates",3,0,56
2313,"2016-05-09",29,177,"Rockville Centre, New York USA","Chris Wade",4,4,70
1871,"2016-05-09",33,180,"Muriae, Minas Gerais Brazil","Yan Cabral",3,0,70
2196,"2016-05-09",37,162,"Dublin Ireland","Neil Seery",5,1,56
367,"2016-05-09",38,193,"Minsk Belarus","Andrei Arlovski",5,0,109
1938,"2016-08-29",34,190,"Stockholm Sweden","Magnus Cedenblad",2,2,84
2428,"2016-08-29",34,185,"Vereeniging, Gauteng South Africa","Garreth McLellan",0,0,84
2347,"2016-05-09",36,167,"Los Angeles, California USA","Heather Jo Clark",0,0,52
649,"2016-05-09",29,213,"Beverwijk The Netherlands","Stefan Struve",3,0,120
2769,"2016-05-09",32,160,"Aarhus Denmark","Anna Elmose",0,0,52
1431,"2016-05-09",37,193,"Brasilia Brazil","Antonio Silva",4,0,119
1744,"2016-05-09",32,175,"Utrecht The Netherlands","Germaine de Randamie",1,1,65
2076,"2016-12-05",25,190,"Donetsk Ukraine","Nikita Krylov",0,0,93
2023,"2016-05-09",30,172,"Dagestan Russia","Rustam Khabilov",3,1,70
2602,"2016-05-09",27,185,"San Pablo, California USA","Dominic Waters",2,0,77
2015,"2016-05-09",28,180,"Reykjavik Iceland","Gunnar Nelson",3,3,77
2172,"2016-05-09",25,180,"Nalchik Russia","Albert Tumenov",6,5,77
808,"2016-05-09",36,193,"Hounslow England","Alistair Overeem",5,3,120
2678,"2016-05-09",31,160,"Lodz Poland","Karolina Kowalkiewicz",1,1,52
2019,"2016-05-09",32,180,"Spokane, Washington USA","Jon Tuck",2,2,70
2103,"2016-05-09",26,165,"Gunma Japan","Kyoji Horiguchi",5,1,56
2773,"2016-05-09",32,172,"Sacramento, California USA","Josh Emmett",0,0,70
2329,"2016-05-09",25,182,"Kingston Jamaica","Leon Edwards",4,0,77
1918,"2016-05-09",38,180,"Tehran Iran","Reza Madadi",1,0,70
1875,"2016-04-25",29,177,"Cincinnati, Ohio USA","Dominique Steele",1,0,77
2106,"2016-04-25",33,195,"Birmingham, Alabama USA","Walt Harris",1,0,113
2279,"2016-04-25",35,165,"Belo Horizonte, MG Brazil","Juliana Lima",3,2,52
2118,"2016-04-25",23,167,"Milwaukee, Wisconsin USA","Sergio Pettis",5,1,56
2362,"2016-04-25",24,180,"Parral, Chihuahua Mexico","Yair Rodriguez",3,3,65
2299,"2016-04-25",30,162,"Los Angeles, California USA","Henry Cejudo",4,4,56
549,"2016-04-25",29,193,"Rochester, New York USA","Jon Jones",2,2,93
2332,"2016-04-25",36,170,"Dallas, TX USA","Chris Kelades",3,1,56
1499,"2016-04-25",33,190,"Immokalee, Florida United States","Ovince Saint Preux",6,1,93
1984,"2016-04-25",30,190,"Olney, Texas USA","James Vick",3,3,70
1069,"2016-04-25",30,177,"Milwaukee, Wisconsin USA","Anthony Pettis",3,0,65
2770,"2016-04-25",28,190,"Albuquerque, New Mexico USA","Cody East",0,0,111
2037,"2016-04-25",26,182,"Middlemore New Zealand","Robert Whittaker",5,4,84
1594,"2016-04-25",34,182,"Belo Horizonte Brazil","Rafael Natal",5,4,84
2061,"2016-04-25",30,187,"Hattiesburg, MS USA","Clint Hester",4,0,93
2338,"2016-04-25",29,154,"Los Angeles, California United States","Carla Esparza",2,0,52
2575,"2016-04-25",26,182,"Curitibanos, Santa Catarina Brazil","Glaico Franca",1,1,70
1865,"2016-04-25",31,185,"Ribeirâo Pires, Sao Paulo Brazil","Marcos Rogerio de Lima",0,0,93
1495,"2016-04-25",30,160,"Madisonville, KY USA","Demetrious Johnson",4,4,56
2656,"2016-04-25",29,185,"London England","Danny Roberts",1,1,77
1657,"2016-04-25",31,180,"Rio de Janeiro Brazil","Edson Barboza",6,0,70
2157,"2016-04-25",24,175,"Detroit, Michigan United States","Kevin Lee",5,0,70
542,"2016-04-25",31,175,"San Luis Rio Colorado, Sonora Mexico","Efrain Escudero",4,0,70
2119,"2016-04-25",26,177,"Federal Way, Washington USA","Andre Fili",4,1,65
2340,"2016-04-17",27,154,"Fall River, Massachusetts United States","Tecia Torres",3,3,52
2104,"2016-04-17",29,182,"Kizlyar, Dagestan Russia","Omari Akhmedov",4,0,77
2150,"2016-04-17",28,170,"Colorado Springs, Colorado United States","Raquel Pennington",4,1,61
1968,"2016-04-17",37,187,"Sobralia, Minas Gerais Brazil","Glover Teixeira",4,2,93
1980,"2016-04-17",32,172,"Rio de Janeiro Brazil","Hacran Dias",3,2,65
2739,"2016-04-17",26,190,"Spanish Town Jamaica","Randy Brown",1,1,77
2611,"2016-04-16",29,180,"The Bronx, New York United States","Oluwale Bamgbose",2,1,84
2344,"2016-04-17",24,165,"Milwaukee, Wisconsin USA","Rose Namajunas",2,1,52
1991,"2016-04-16",32,185,"Ibitinga, Sao Paulo Brazil","Cezar Ferreira",4,0,84
2586,"2016-04-17",26,177,"Toledo, OH USA","Michael Graves",1,1,77
2508,"2016-04-17",30,180,"Francisco Beltrao, Parana Brazil","Elizeu Zaleski dos Santos",1,0,77
2133,"2016-04-17",33,165,"Campina Grande, Paraiba Brazil","Bethe Correia",3,0,61
1985,"2016-04-17",29,185,"Aurora, Colorado USA","Michael Chiesa",4,2,70
1050,"2016-04-17",33,172,"Palm Springs, California USA","Cub Swanson",3,0,65
387,"2016-04-17",37,182,"Niagara Falls, New York United States","Rashad Evans",1,0,84
2107,"2016-04-17",30,182,"La Plata Argentina","Santiago Ponzinibbio",2,1,77
2771,"2016-04-17",29,177,"Chicago, Illinois USA","Darrell Horcher",0,0,70
1919,"2016-04-17",28,177,"Dagestan Russia","Khabib Nurmagomedov",1,1,70
2168,"2016-04-17",27,177,"Goetapeh Iran","Beneil Dariush",7,5,70
1543,"2016-04-17",32,180,"Ogden, UT USA","Court McGee",1,1,77
1694,"2016-11-14",36,187,"Doylestown, Pennsylvania USA","Patrick Cummins",7,0,93
2154,"2016-05-15",26,172,"Grozny, Chechen Republic Russia","Zubaira Tukhugov",3,3,65
1966,"2016-05-15",26,160,"Paranagua, Parana Brazil","John Lineker",4,3,61
457,"2016-12-10",35,185,"Curitiba Brazil","Mauricio Rua",2,0,93
1481,"2016-05-17",29,177,"Makaha, Hawaii USA","Yancy Medeiros",5,1,70
2221,"2016-05-15",34,175,"Santa Ana, CA USA","Leslie Smith",4,1,61
2087,"2016-05-15",33,182,"Rio de Janeiro Brazil","Thiago Santos",5,3,84
1852,"2016-05-15",34,193,"Euclid, Ohio USA","Stipe Miocic",5,2,109
1194,"2016-05-15",31,172,"Curitiba Brazil","Cris Cyborg",0,0,63
308,"2016-05-15",39,193,"Porto Alegre Brazil","Fabricio Werdum",3,3,104
2266,"2016-05-15",29,172,"Leominster, Massachusetts USA","Rob Font",1,1,61
2772,"2016-05-17",23,182,"Navirai, MS Brazil","Luan Chagas",0,0,77
2281,"2016-12-10",27,190,"Rockton, Illinois United States","Corey Anderson",1,1,93
295,"2016-05-15",39,182,"Rio de Janeiro Brazil","Vitor Belfort",2,1,84
1992,"2016-05-17",34,182,"São Paulo Brasil","Sergio Moraes",2,2,77
432,"2016-05-17",36,182,"Xenia, Ohio USA","Matt Brown",3,1,77
896,"2016-05-15",37,185,"Espiritos Santos Brazil","Jacare Souza",4,0,84
1997,"2016-05-17",38,175,"Amarante, Piaui Brazil","Francisco Trinaldo",7,5,70
372,"2016-05-15",37,182,"Lander, Wyoming USA","Nate Marquardt",4,1,84
2263,"2016-05-17",27,182,"Montclair, California USA","Bryan Barberena",3,1,77
797,"2016-11-14",40,187,"Vitoria da Conquista, Bahia Brazil","Rogerio Nogueira",0,0,93
326,"2016-05-17",39,185,"Sao Paulo Brazil","Demian Maia",4,3,77
2247,"2016-05-17",26,180,"Governador Valadares, Minas Gerais Brazil","Warlley Alves",4,4,77
2375,"2016-05-15",27,180,"Brasilia Brazil","Renato Moicano",1,1,65
2659,"2016-04-11",30,193,"Batie Cameroon","Francis Ngannou",0,0,113
966,"2016-04-11",38,182,"Zagreb Croatia","Igor Pokrajac",0,0,93
2300,"2016-04-11",34,187,"Cieszyn Poland","Jan Blachowicz",3,0,93
2759,"2016-04-11",22,165,"Bucharest Romania","Cristina Stanciu",0,0,52
2761,"2016-04-11",31,187,"Avignon France","Cyril Asker",0,0,112
2354,"2016-04-11",27,167,"Estado de Mexico Mexico","Alejandro Perez",3,1,61
2048,"2016-04-11",28,182,"Minas Gerais Brazil","Lucas Martins",3,0,65
2504,"2016-04-11",27,172,"Zgierz Poland","Damian Stasiak",1,0,61
2255,"2016-04-11",30,165,"Accrington, Lancashire England","Ian Entwistle",1,1,61
2758,"2016-04-11",30,180,"Gorazde Bosnia","Damir Hadzovic",0,0,70
2754,"2016-04-11",28,182,"Novi Sad Serbia","Bojan Velickovic",0,0,84
